,Company,Review Date,Cocoa Percent,Company Location,Rating,Origin,Cocoa Category,Clusters,Cluster
1124,Middlebury,2015,0.75,U.S.A.,3.75,Venezuela,Medium Cocoa Mass,1,purple
1125,Middlebury,2015,0.75,U.S.A.,3.25,Tanzania,Medium Cocoa Mass,1,purple
1126,Middlebury,2015,0.7,U.S.A.,3.5,Nicaragua,Medium Cocoa Mass,1,purple
1127,Middlebury,2013,0.75,U.S.A.,2.5,Dominican Republic,Medium Cocoa Mass,0,pink
1128,Middlebury,2013,0.8,U.S.A.,3.25,Belize,High Cocoa Mass,0,pink
1129,Middlebury,2012,0.65,U.S.A.,1.5, ,Low Cocoa Mass,0,pink
1130,Middlebury,2012,0.75,U.S.A.,2.0,Bolivia,Medium Cocoa Mass,0,pink
1131,Middlebury,2012,0.7,U.S.A.,2.5,Indonesia,Medium Cocoa Mass,0,pink
1132,Millcreek Cacao Roasters,2013,0.7,U.S.A.,2.5,Ecuador,Medium Cocoa Mass,0,pink
1133,Millcreek Cacao Roasters,2012,0.7,U.S.A.,3.5,Ecuador,Medium Cocoa Mass,0,pink
1134,Mindo,2010,0.67,U.S.A.,2.75,Ecuador,Low Cocoa Mass,0,pink
1135,Mindo,2010,0.77,U.S.A.,2.75,Ecuador,Medium Cocoa Mass,0,pink
1136,Minimal,2016,0.7,Japan,3.5,Haiti,Medium Cocoa Mass,1,purple
1137,Mission,2016,0.75,Brazil,3.75,Brazil,Medium Cocoa Mass,1,purple
1138,Mission,2015,0.7,Brazil,3.5,Brazil,Medium Cocoa Mass,1,purple
1139,Mita,2012,0.65,Colombia,2.5,Colombia,Low Cocoa Mass,0,pink
1140,Moho,2013,0.73,U.S.A.,3.25,Belize,Medium Cocoa Mass,0,pink
1141,Moho,2013,0.72,U.S.A.,3.0,Belize,Medium Cocoa Mass,0,pink
1142,Moho,2010,0.67,U.S.A.,2.75,Belize,Low Cocoa Mass,0,pink
1143,Molucca,2015,0.7,U.S.A.,3.0,Domincan Republic,Medium Cocoa Mass,1,purple
1144,Molucca,2015,0.7,U.S.A.,2.75,Indonesia,Medium Cocoa Mass,1,purple
1145,Molucca,2015,0.7,U.S.A.,3.25,Peru,Medium Cocoa Mass,1,purple
1146,Momotombo,2011,0.7,Nicaragua,2.75,Nicaragua,Medium Cocoa Mass,0,pink
1147,Momotombo,2011,0.7,Nicaragua,2.75,Nicaragua,Medium Cocoa Mass,0,pink
1148,Momotombo,2011,0.7,Nicaragua,3.25,Nicaragua,Medium Cocoa Mass,0,pink
1149,Monarque,2016,0.72,Canada,3.5,Dominican Republic,Medium Cocoa Mass,1,purple
1150,Monsieur Truffe,2014,0.7,Australia,3.25,Papua New Guinea,Medium Cocoa Mass,1,purple
1151,Montecristi,2015,0.7,Ecuador,3.25,Ecuador,Medium Cocoa Mass,1,purple
1152,Montecristi,2015,0.63,Ecuador,3.5,Ecuador,Low Cocoa Mass,1,purple
1153,Montecristi,2015,0.85,Ecuador,3.5,Ecuador,High Cocoa Mass,1,purple
1154,Muchomas (Mesocacao),2015,0.7,U.S.A.,3.5,Nicaragua,Medium Cocoa Mass,1,purple
1155,Muchomas (Mesocacao),2015,0.8,U.S.A.,3.5,Nicaragua,High Cocoa Mass,1,purple
1156,Mutari,2016,0.68,U.S.A.,2.75,Tanzania,Low Cocoa Mass,1,purple
1157,Mutari,2016,0.71,U.S.A.,2.75,Domincan Republic,Medium Cocoa Mass,1,purple
1158,Mutari,2016,0.68,U.S.A.,2.75,Madagascar,Low Cocoa Mass,1,purple
1159,Mutari,2016,0.8,U.S.A.,3.0,Vietnam,High Cocoa Mass,1,purple
1160,Nahua,2013,0.58,Costa Rica,2.5,Costa Rica,Low Cocoa Mass,0,pink
1161,Nahua,2013,0.7,Costa Rica,3.0,Costa Rica,Medium Cocoa Mass,0,pink
1162,Naive,2013,0.7,Lithuania,3.75,"Trinidad, Tobago",Medium Cocoa Mass,0,pink
1163,Naive,2013,0.78,Lithuania,3.75,Peru,Medium Cocoa Mass,0,pink
1164,Naive,2012,0.71,Lithuania,2.5,Grenada,Medium Cocoa Mass,0,pink
1165,Na�ve,2014,0.7,Lithuania,3.25,Nicaragua,Medium Cocoa Mass,1,purple
1166,Na�ve,2014,0.75,Lithuania,2.75,Venezuela,Medium Cocoa Mass,1,purple
1167,Na�ve,2014,0.7,Lithuania,3.0,Venezuela,Medium Cocoa Mass,1,purple
1168,Nanea,2013,0.85,U.S.A.,3.5,Hawaii,High Cocoa Mass,0,pink
1169,Nathan Miller,2014,0.72,U.S.A.,2.25,Peru,Medium Cocoa Mass,1,purple
1170,Nathan Miller,2014,0.7,U.S.A.,2.5,Dominican Republic,Medium Cocoa Mass,1,purple
1171,Nathan Miller,2014,0.735,U.S.A.,2.5,Madagascar,Medium Cocoa Mass,1,purple
1172,Nathan Miller,2014,0.7,U.S.A.,3.5,Ghana,Medium Cocoa Mass,1,purple
1173,Neuhaus (Callebaut),2010,0.7,Belgium,2.5,Papua New Guinea,Medium Cocoa Mass,0,pink
1174,Neuhaus (Callebaut),2008,0.67,Belgium,3.75,Trinidad,Low Cocoa Mass,2,dark purple
1175,Neuhaus (Callebaut),2007,0.73,Belgium,1.0, ,Medium Cocoa Mass,2,dark purple
1176,Neuhaus (Callebaut),2006,0.73,Belgium,2.0,West Africa,Medium Cocoa Mass,2,dark purple
1177,Neuhaus (Callebaut),2006,0.75,Belgium,2.75,Sao Tome,Medium Cocoa Mass,2,dark purple
1178,Neuhaus (Callebaut),2006,0.71,Belgium,3.0,Venezuela,Medium Cocoa Mass,2,dark purple
1179,Nibble,2015,0.72,U.S.A.,2.25,Venezuela,Medium Cocoa Mass,1,purple
1180,Nibble,2015,0.72,U.S.A.,2.75,Dominican Republic,Medium Cocoa Mass,1,purple
1181,Nibble,2015,0.72,U.S.A.,3.0,Madagascar,Medium Cocoa Mass,1,purple
1182,Nibble,2015,0.72,U.S.A.,3.0,Peru,Medium Cocoa Mass,1,purple
1183,Night Owl,2013,0.75,U.S.A.,2.75,Peru,Medium Cocoa Mass,0,pink
1184,Night Owl,2013,0.75,U.S.A.,3.5,Ecuador,Medium Cocoa Mass,0,pink
1185,Noble Bean aka Jerjobo,2014,0.75,U.S.A.,3.0,Ghana,Medium Cocoa Mass,1,purple
1186,Noble Bean aka Jerjobo,2014,0.75,U.S.A.,3.0,Belize,Medium Cocoa Mass,1,purple
1187,Noble Bean aka Jerjobo,2014,0.75,U.S.A.,3.25,Peru,Medium Cocoa Mass,1,purple
1188,Noir d' Ebine,2012,0.7,U.S.A.,3.0,Venezuela,Medium Cocoa Mass,0,pink
1189,Noir d' Ebine,2012,0.7,U.S.A.,3.0,Ecuador,Medium Cocoa Mass,0,pink
1190,Nova Monda,2012,0.7,Nicaragua,3.0,Nicaragua,Medium Cocoa Mass,0,pink
1191,Nova Monda,2012,0.75,Nicaragua,2.75,Nicaragua,Medium Cocoa Mass,0,pink
1192,Nova Monda,2012,0.8,Nicaragua,3.25,Ecuador,High Cocoa Mass,0,pink
1193,Nuance,2015,0.7,U.S.A.,3.75,Ghana,Medium Cocoa Mass,1,purple
1194,Nuance,2015,0.7,U.S.A.,2.75,Ecuador,Medium Cocoa Mass,1,purple
1195,Nuance,2015,0.7,U.S.A.,3.0,Venezuela,Medium Cocoa Mass,1,purple
1196,Nuance,2015,0.7,U.S.A.,3.5,Madagascar,Medium Cocoa Mass,1,purple
1197,Nuance,2015,0.7,U.S.A.,3.75,Dominican Republic,Medium Cocoa Mass,1,purple
1198,Nugali,2016,0.7,Brazil,3.5,Brazil,Medium Cocoa Mass,1,purple
1199,Oakland Chocolate Co.,2010,0.7,U.S.A.,2.5,Jamaica,Medium Cocoa Mass,0,pink
1200,Obolo,2015,0.7,Chile,3.75,Peru,Medium Cocoa Mass,1,purple
1201,Obolo,2015,0.7,Chile,3.75,Peru,Medium Cocoa Mass,1,purple
1202,Ocelot,2015,0.7,Scotland,3.75,Congo,Medium Cocoa Mass,1,purple
1203,Ocelot,2015,0.75,Scotland,4.0,Peru,Medium Cocoa Mass,1,purple
1204,Ocho,2016,1.0,New Zealand,2.75,Samoa,High Cocoa Mass,1,purple
1205,Ocho,2016,0.7,New Zealand,3.5,Samoa,Medium Cocoa Mass,1,purple
1206,Ocho,2014,0.66,New Zealand,2.75,Papua New Guinea,Low Cocoa Mass,1,purple
1207,Ocho,2014,0.7,New Zealand,3.0,Papua New Guinea,Medium Cocoa Mass,1,purple
1208,Ocho,2014,0.88,New Zealand,3.25,Papua New Guinea,High Cocoa Mass,1,purple
1209,Ocho,2014,0.74,New Zealand,3.5,Papua New Guinea,Medium Cocoa Mass,1,purple
1210,Ohiyo,2015,0.7,U.S.A.,2.75,Trinidad,Medium Cocoa Mass,1,purple
1211,Ohiyo,2015,0.7,U.S.A.,3.0,Tanzania,Medium Cocoa Mass,1,purple
1212,Oialla by Bojessen (Malmo),2011,0.7,Germany,3.5,Bolivia,Medium Cocoa Mass,0,pink
1213,Olive and Sinclair,2010,0.72,U.S.A.,3.0,Dominican Republic,Medium Cocoa Mass,0,pink
1214,Olive and Sinclair,2010,0.72,U.S.A.,3.0,Ghana,Medium Cocoa Mass,0,pink
1215,Olive and Sinclair,2009,0.67,U.S.A.,2.75,"Ghana, Domin. Rep",Low Cocoa Mass,2,dark purple
1216,Olive and Sinclair,2009,0.75,U.S.A.,3.0,"Ghana, Domin. Rep",Medium Cocoa Mass,2,dark purple
1217,Olivia,2011,0.76,Canada,2.0,Carribean,Medium Cocoa Mass,0,pink
1218,Olivia,2011,0.76,Canada,2.75,Carribean,Medium Cocoa Mass,0,pink
1219,Olivia,2011,0.85,Canada,2.75,Carribean,High Cocoa Mass,0,pink
1220,Olivia,2011,0.85,Canada,3.0,Carribean,High Cocoa Mass,0,pink
1221,Omanhene,2011,0.8,Ghana,2.75,Ghana,High Cocoa Mass,0,pink
1222,Omnom,2016,0.7,Iceland,3.75,Tanzania,Medium Cocoa Mass,1,purple
1223,Omnom,2014,0.7,Iceland,3.0,Papua New Guinea,Medium Cocoa Mass,1,purple
1224,Omnom,2014,0.66,Iceland,3.5,Madagascar,Low Cocoa Mass,1,purple
1225,organicfair,2013,0.74,Canada,2.75,Belize,Medium Cocoa Mass,0,pink
1226,organicfair,2013,0.72,Canada,2.75,Dominican Republic,Medium Cocoa Mass,0,pink
1227,organicfair,2013,0.72,Canada,2.75,Nicaragua,Medium Cocoa Mass,0,pink
1228,organicfair,2013,0.72,Canada,3.0,Dominican Republic,Medium Cocoa Mass,0,pink
1229,organicfair,2013,0.72,Canada,3.0,Ecuador,Medium Cocoa Mass,0,pink
1230,Original Beans (Felchlin),2014,0.68,Switzerland,2.75,Papua New Guinea,Low Cocoa Mass,1,purple
1231,Original Beans (Felchlin),2014,0.8,Switzerland,3.25, ,High Cocoa Mass,1,purple
1232,Original Beans (Felchlin),2011,0.66,Switzerland,3.75,Bolivia,Low Cocoa Mass,0,pink
1233,Original Beans (Felchlin),2009,0.7,Switzerland,3.0,Congo,Medium Cocoa Mass,2,dark purple
1234,Original Beans (Felchlin),2009,0.75,Switzerland,3.0,Peru,Medium Cocoa Mass,2,dark purple
1235,Original Beans (Felchlin),2009,0.68,Switzerland,3.25,Bolivia,Low Cocoa Mass,2,dark purple
1236,Original Hawaiin Chocolate Factory,2009,0.6,U.S.A.,3.0,Hawaii,Low Cocoa Mass,2,dark purple
1237,Original Hawaiin Chocolate Factory,2006,0.6,U.S.A.,3.0,Hawaii,Low Cocoa Mass,2,dark purple
1238,Orquidea,2012,0.65,Peru,3.0,Peru,Low Cocoa Mass,0,pink
1239,Orquidea,2012,0.72,Peru,3.0,Peru,Medium Cocoa Mass,0,pink
1240,Pacari,2016,0.7,Ecuador,4.0,Colombia,Medium Cocoa Mass,1,purple
1241,Pacari,2014,0.7,Ecuador,3.25,Ecuador,Medium Cocoa Mass,1,purple
1242,Pacari,2014,0.7,Ecuador,3.5,Ecuador,Medium Cocoa Mass,1,purple
1243,Pacari,2014,0.7,Ecuador,3.75,Ecuador,Medium Cocoa Mass,1,purple
1244,Pacari,2014,0.7,Ecuador,4.0,Ecuador,Medium Cocoa Mass,1,purple
1245,Pacari,2012,0.85,Ecuador,2.75,Ecuador,High Cocoa Mass,0,pink
1246,Pacari,2012,0.7,Ecuador,4.0,Peru,Medium Cocoa Mass,0,pink
1247,Pacari,2011,0.7,Ecuador,3.5,Ecuador,Medium Cocoa Mass,0,pink
1248,Pacari,2008,0.6,Ecuador,2.5,Ecuador,Low Cocoa Mass,2,dark purple
1249,Pacari,2008,0.65,Ecuador,2.75,Ecuador,Low Cocoa Mass,2,dark purple
1250,Pacari,2008,0.72,Ecuador,3.0,Ecuador,Medium Cocoa Mass,2,dark purple
1251,Pacari,2008,1.0,Ecuador,2.0,Ecuador,High Cocoa Mass,2,dark purple
1252,Pacari,2008,0.7,Ecuador,3.5,Ecuador,Medium Cocoa Mass,2,dark purple
1253,Palette de Bine,2016,0.7,Canada,2.75,Guatemala,Medium Cocoa Mass,1,purple
1254,Palette de Bine,2016,0.72,Canada,3.0,Belize,Medium Cocoa Mass,1,purple
1255,Palette de Bine,2015,0.7,Canada,3.25,Bolivia,Medium Cocoa Mass,1,purple
1256,Palette de Bine,2015,0.7,Canada,3.25,Trinidad,Medium Cocoa Mass,1,purple
1257,Palette de Bine,2015,0.72,Canada,3.5,Tanzania,Medium Cocoa Mass,1,purple
1258,Palette de Bine,2015,0.72,Canada,3.75,Vietnam,Medium Cocoa Mass,1,purple
1259,Palette de Bine,2014,0.72,Canada,2.75,Bolivia,Medium Cocoa Mass,1,purple
1260,Palette de Bine,2014,0.78,Canada,3.75,Madagascar,Medium Cocoa Mass,1,purple
1261,Palette de Bine,2014,0.75,Canada,2.75,Ecuador,Medium Cocoa Mass,1,purple
1262,Palette de Bine,2014,0.75,Canada,3.5,"Trinidad, Ecuador",Medium Cocoa Mass,1,purple
1263,Palette de Bine,2014,0.7,Canada,3.75,Trinidad,Medium Cocoa Mass,1,purple
1264,Pangea,2016,0.76,Spain,3.0,Fiji,Medium Cocoa Mass,1,purple
1265,Park 75,2014,0.65,U.S.A.,3.5,South America,Low Cocoa Mass,1,purple
1266,Parliament,2016,0.7,U.S.A.,3.25,Tanzania,Medium Cocoa Mass,1,purple
1267,Parliament,2015,0.7,U.S.A.,3.5,Guatemala,Medium Cocoa Mass,1,purple
1268,Parliament,2014,0.7,U.S.A.,3.0,Bolivia,Medium Cocoa Mass,1,purple
1269,Parliament,2014,0.7,U.S.A.,3.5,Dominican Republic,Medium Cocoa Mass,1,purple
1270,Pascha,2013,0.55,Peru,2.5,Peru,Low Cocoa Mass,0,pink
1271,Pascha,2013,0.7,Peru,2.75,Peru,Medium Cocoa Mass,0,pink
1272,Patric,2011,0.7,U.S.A.,3.75, ,Medium Cocoa Mass,0,pink
1273,Patric,2009,0.75,U.S.A.,4.0,Madagascar,Medium Cocoa Mass,2,dark purple
1274,Patric,2009,0.67,U.S.A.,3.5,Madagascar,Low Cocoa Mass,2,dark purple
1275,Patric,2009,0.7,U.S.A.,3.5,Venezuela,Medium Cocoa Mass,2,dark purple
1276,Patric,2007,0.7,U.S.A.,4.0,Madagascar,Medium Cocoa Mass,2,dark purple
1277,Patric,2013,0.67,U.S.A.,4.0,Peru,Low Cocoa Mass,0,pink
1278,Paul Young,2014,0.73,U.K.,2.25,Madagascar,Medium Cocoa Mass,1,purple
1279,Paul Young,2014,0.64,U.K.,2.75,Madagascar,Low Cocoa Mass,1,purple
1280,Peppalo,2015,0.82,U.S.A.,3.0,Dominican Republic,High Cocoa Mass,1,purple
1281,Pierre Marcolini,2015,0.7,Belgium,3.25,Cameroon,Medium Cocoa Mass,1,purple
1282,Pierre Marcolini,2010,0.75,Belgium,3.0,Venezuela,Medium Cocoa Mass,0,pink
1283,Pierre Marcolini,2010,0.75,Belgium,3.25,Trinidad,Medium Cocoa Mass,0,pink
1284,Pierre Marcolini,2010,0.78,Belgium,3.75,Cuba,Medium Cocoa Mass,0,pink
1285,Pierre Marcolini,2010,0.85,Belgium,3.0,Peru,High Cocoa Mass,0,pink
1286,Pierre Marcolini,2009,0.72,Belgium,3.0,Brazil,Medium Cocoa Mass,2,dark purple
1287,Pierre Marcolini,2009,0.72,Belgium,3.0,Mexico,Medium Cocoa Mass,2,dark purple
1288,Pierre Marcolini,2007,0.7,Belgium,4.0,"Venezuela, Java",Medium Cocoa Mass,2,dark purple
1289,Pierre Marcolini,2007,0.72,Belgium,3.75,Ecuador,Medium Cocoa Mass,2,dark purple
1290,Pierre Marcolini,2007,0.72,Belgium,4.0,Madagascar,Medium Cocoa Mass,2,dark purple
1291,Pierre Marcolini,2007,0.85,Belgium,3.5,Venezuela/ Ghana,High Cocoa Mass,2,dark purple
1292,Pierre Marcolini,2006,0.72,Belgium,4.0,Mexico,Medium Cocoa Mass,2,dark purple
1293,Pierre Marcolini,2006,0.72,Belgium,3.0,Indonesia,Medium Cocoa Mass,2,dark purple
1294,Pierre Marcolini,2006,0.72,Belgium,4.0,Venezuela,Medium Cocoa Mass,2,dark purple
1295,Pinellas,2016,0.8,U.S.A.,2.5,Honduras,High Cocoa Mass,1,purple
1296,Pitch Dark,2015,0.62,U.S.A.,2.5,Nicaragua,Low Cocoa Mass,1,purple
1297,Pitch Dark,2015,0.8,U.S.A.,2.75,Nicaragua,High Cocoa Mass,1,purple
1298,Pitch Dark,2015,0.8,U.S.A.,2.75,Nicaragua,High Cocoa Mass,1,purple
1299,Pitch Dark,2015,0.8,U.S.A.,2.75,Nicaragua,High Cocoa Mass,1,purple
1300,Pitch Dark,2015,0.8,U.S.A.,3.25,Nicaragua,High Cocoa Mass,1,purple
1301,Pitch Dark,2014,0.73,U.S.A.,3.25,Madagascar,Medium Cocoa Mass,1,purple
1302,Pitch Dark,2014,0.73,U.S.A.,2.5,Fiji,Medium Cocoa Mass,1,purple
1303,Pitch Dark,2014,0.73,U.S.A.,3.25,Ecuador,Medium Cocoa Mass,1,purple
1304,Pitch Dark,2014,0.73,U.S.A.,3.5,Ecuador,Medium Cocoa Mass,1,purple
1305,Pomm (aka Dead Dog),2012,0.76,U.S.A.,2.5,Dominican Republic,Medium Cocoa Mass,0,pink
1306,Pomm (aka Dead Dog),2012,0.82,U.S.A.,2.75,Peru,High Cocoa Mass,0,pink
1307,Potomac,2016,0.7,U.S.A.,3.75,Domincan Republic,Medium Cocoa Mass,1,purple
1308,Potomac,2014,0.7,U.S.A.,3.75,Venezuela,Medium Cocoa Mass,1,purple
1309,Potomac,2011,0.7,U.S.A.,3.5,Costa Rica,Medium Cocoa Mass,0,pink
1310,Potomac,2011,0.7,U.S.A.,3.0,Costa Rica,Medium Cocoa Mass,0,pink
1311,Potomac,2011,0.7,U.S.A.,2.75,Peru,Medium Cocoa Mass,0,pink
1312,Potomac,2011,0.7,U.S.A.,3.5,Brazil,Medium Cocoa Mass,0,pink
1313,Potomac,2010,0.82,U.S.A.,3.75,Costa Rica,High Cocoa Mass,0,pink
1314,Pralus,2015,0.75,France,3.25,Peru,Medium Cocoa Mass,1,purple
1315,Pralus,2011,0.75,France,3.25,Venezuela,Medium Cocoa Mass,0,pink
1316,Pralus,2010,0.75,France,3.5,Venezuela,Medium Cocoa Mass,0,pink
1317,Pralus,2009,0.75,France,2.0,Venezuela,Medium Cocoa Mass,2,dark purple
1318,Pralus,2008,0.75,France,3.0,Papua New Guinea,Medium Cocoa Mass,2,dark purple
1319,Pralus,2008,1.0,France,3.0,Madagascar,High Cocoa Mass,2,dark purple
1320,Pralus,2008,0.75,France,2.0,Dominican Republic,Medium Cocoa Mass,2,dark purple
1321,Pralus,2008,0.75,France,3.5,Brazil,Medium Cocoa Mass,2,dark purple
1322,Pralus,2007,0.75,France,4.0,Sao Tome,Medium Cocoa Mass,2,dark purple
1323,Pralus,2006,0.75,France,3.0,Brazil,Medium Cocoa Mass,2,dark purple
1324,Pralus,2006,0.75,France,3.5,Tanzania,Medium Cocoa Mass,2,dark purple
1325,Pralus,2006,0.75,France,3.5,Sao Tome & Principe,Medium Cocoa Mass,2,dark purple
1326,Pralus,2006,0.75,France,3.5,Trinidad,Medium Cocoa Mass,2,dark purple
1327,Pralus,2006,0.75,France,3.75,Madagascar,Medium Cocoa Mass,2,dark purple
1328,Pralus,2006,0.75,France,3.5,Indonesia,Medium Cocoa Mass,2,dark purple
1329,Pralus,2006,0.75,France,3.5,Venezuela,Medium Cocoa Mass,2,dark purple
1330,Pralus,2006,0.75,France,4.0,Jamaica,Medium Cocoa Mass,2,dark purple
1331,Pralus,2006,0.75,France,3.0,Ecuador,Medium Cocoa Mass,2,dark purple
1332,Pralus,2006,0.75,France,3.0,Vanuatu,Medium Cocoa Mass,2,dark purple
1333,Pralus,2006,0.75,France,3.25,Ghana,Medium Cocoa Mass,2,dark purple
1334,Pralus,2006,0.75,France,3.5,Colombia,Medium Cocoa Mass,2,dark purple
1335,Pralus,2006,0.8,France,4.0,Ecuador,High Cocoa Mass,2,dark purple
1336,Pralus,2006,0.75,France,3.0,Cuba,Medium Cocoa Mass,2,dark purple
1337,Pralus,2006,0.75,France,3.0,"Venezuela, Ghana",Medium Cocoa Mass,2,dark purple
1338,Pralus,2006,0.75,France,3.5,"Indonesia, Ghana",Medium Cocoa Mass,2,dark purple
1339,Pump Street Bakery,2016,0.77,U.K.,3.5,Ecuador,Medium Cocoa Mass,1,purple
1340,Pump Street Bakery,2015,0.7,U.K.,3.5,Grenada,Medium Cocoa Mass,1,purple
1341,Pump Street Bakery,2015,0.74,U.K.,3.5,Madagascar,Medium Cocoa Mass,1,purple
1342,Pump Street Bakery,2015,0.8,U.K.,2.75,Honduras,High Cocoa Mass,1,purple
1343,Pump Street Bakery,2014,0.75,U.K.,2.75,Venezuela,Medium Cocoa Mass,1,purple
1344,Pump Street Bakery,2014,0.75,U.K.,3.0,Ecuador,Medium Cocoa Mass,1,purple
1345,Pump Street Bakery,2014,0.72,U.K.,3.25,Madagascar,Medium Cocoa Mass,1,purple
1346,Pump Street Bakery,2014,0.85,U.K.,2.75,Ecuador,High Cocoa Mass,1,purple
1347,Pura Delizia,2012,0.73,Italy,2.75,Venezuela,Medium Cocoa Mass,0,pink
1348,Q Chocolate,2013,0.75,Brazil,3.25,Brazil,Medium Cocoa Mass,0,pink
1349,Q Chocolate,2013,0.85,Brazil,3.5,Brazil,High Cocoa Mass,0,pink
1350,Q Chocolate,2013,0.55,Brazil,2.75,Brazil,Low Cocoa Mass,0,pink
1351,Q Chocolate,2013,0.8,Brazil,3.25,Brazil,High Cocoa Mass,0,pink
1352,Q Chocolate,2012,0.6,Brazil,3.0,Brazil,Low Cocoa Mass,0,pink
1353,Q Chocolate,2012,0.65,Brazil,3.25,Brazil,Low Cocoa Mass,0,pink
1354,Quetzalli (Wolter),2016,0.7,Mexico,2.75,Mexico,Medium Cocoa Mass,1,purple
1355,Quetzalli (Wolter),2016,0.74,Mexico,3.0,Mexico,Medium Cocoa Mass,1,purple
1356,Raaka,2016,0.7,U.S.A.,3.0,"Peru(SMartin,Pangoa,nacional)",Medium Cocoa Mass,1,purple
1357,Raaka,2015,0.75,U.S.A.,2.75,Congo,Medium Cocoa Mass,1,purple
1358,Raaka,2012,0.75,U.S.A.,3.25,Madagascar,Medium Cocoa Mass,0,pink
1359,Raaka,2011,0.85,U.S.A.,3.5,Dominican Republic,High Cocoa Mass,0,pink
1360,Rain Republic,2010,0.7,Guatemala,2.75,Guatemala,Medium Cocoa Mass,0,pink
1361,Rancho San Jacinto,2010,0.75,Ecuador,3.0,Ecuador,Medium Cocoa Mass,0,pink
1362,Ranger,2015,0.7,U.S.A.,2.5,Peru,Medium Cocoa Mass,1,purple
1363,Ranger,2015,0.8,U.S.A.,3.25,Peru,High Cocoa Mass,1,purple
1364,Ranger,2015,0.73,U.S.A.,3.5,Peru,Medium Cocoa Mass,1,purple
1365,Raoul Boulanger,2016,0.75,France,3.25,Peru,Medium Cocoa Mass,1,purple
1366,Raw Cocoa,2012,0.7,Poland,2.5, ,Medium Cocoa Mass,0,pink
1367,Republica del Cacao (aka Confecta),2010,0.75,Ecuador,3.25,Ecuador,Medium Cocoa Mass,0,pink
1368,Republica del Cacao (aka Confecta),2009,0.75,Ecuador,2.5,Ecuador,Medium Cocoa Mass,2,dark purple
1369,Republica del Cacao (aka Confecta),2007,0.75,Ecuador,3.0,Ecuador,Medium Cocoa Mass,2,dark purple
1370,Republica del Cacao (aka Confecta),2007,0.67,Ecuador,3.5,Ecuador,Low Cocoa Mass,2,dark purple
1371,Republica del Cacao (aka Confecta),2007,0.75,Ecuador,3.75,Ecuador,Medium Cocoa Mass,2,dark purple
1372,Ritual,2016,0.75,U.S.A.,3.75,Ecuador,Medium Cocoa Mass,1,purple
1373,Ritual,2015,0.85,U.S.A.,3.5,Ecuador,High Cocoa Mass,1,purple
1374,Ritual,2015,0.7,U.S.A.,3.5, ,Medium Cocoa Mass,1,purple
1375,Ritual,2013,0.75,U.S.A.,3.75,Belize,Medium Cocoa Mass,0,pink
1376,Ritual,2013,0.75,U.S.A.,3.0,Peru,Medium Cocoa Mass,0,pink
1377,Ritual,2012,0.75,U.S.A.,4.0,Madagascar,Medium Cocoa Mass,0,pink
1378,Ritual,2012,0.75,U.S.A.,3.25,Ecuador,Medium Cocoa Mass,0,pink
1379,Ritual,2012,0.75,U.S.A.,3.5,Trinidad,Medium Cocoa Mass,0,pink
1380,Ritual,2011,0.75,U.S.A.,3.5,Costa Rica,Medium Cocoa Mass,0,pink
1381,Roasting Masters,2016,0.7,South Korea,3.25,Costa Rica,Medium Cocoa Mass,1,purple
1382,Roasting Masters,2016,0.7,South Korea,3.25,Costa Rica,Medium Cocoa Mass,1,purple
1383,Roasting Masters,2016,0.7,South Korea,3.25,Costa Rica,Medium Cocoa Mass,1,purple
1384,Robert (aka Chocolaterie Robert),2013,0.75,Madagascar,3.25,Madagascar,Medium Cocoa Mass,0,pink
1385,Robert (aka Chocolaterie Robert),2013,0.68,Madagascar,3.25,Madagascar,Low Cocoa Mass,0,pink
1386,Rococo (Grenada Chocolate Co.),2012,0.66,U.K.,3.5,Grenada,Low Cocoa Mass,0,pink
1387,Rogue,2016,0.75,U.S.A.,3.75,Honduras,Medium Cocoa Mass,1,purple
1388,Rogue,2015,0.7,U.S.A.,3.75,Venezuela,Medium Cocoa Mass,1,purple
1389,Rogue,2015,0.75,U.S.A.,3.25,Bolivia,Medium Cocoa Mass,1,purple
1390,Rogue,2014,0.8,U.S.A.,3.75,Venezuela,High Cocoa Mass,1,purple
1391,Rogue,2013,0.7,U.S.A.,3.5,Madagascar,Medium Cocoa Mass,0,pink
1392,Rogue,2013,0.7,U.S.A.,3.5,Dominican Republic,Medium Cocoa Mass,0,pink
1393,Rogue,2013,0.75,U.S.A.,4.0,Bolivia,Medium Cocoa Mass,0,pink
1394,Rogue,2013,0.75,U.S.A.,3.75,Jamaica,Medium Cocoa Mass,0,pink
1395,Rogue,2012,0.75,U.S.A.,3.75,Ecuador,Medium Cocoa Mass,0,pink
1396,Rogue,2011,0.75,U.S.A.,3.0,Bolivia,Medium Cocoa Mass,0,pink
1397,Rogue,2010,0.75,U.S.A.,3.75,Peru,Medium Cocoa Mass,0,pink
1398,Rogue,2009,0.7,U.S.A.,3.5,Venezuela,Medium Cocoa Mass,2,dark purple
1399,Rogue,2008,0.7,U.S.A.,2.75,Dominican Republic,Medium Cocoa Mass,2,dark purple
1400,Rogue,2008,0.7,U.S.A.,2.75,Jamaica,Medium Cocoa Mass,2,dark purple
1401,Rogue,2008,0.7,U.S.A.,2.75,Madagascar,Medium Cocoa Mass,2,dark purple
1402,Rogue,2008,0.7,U.S.A.,3.0,Trinidad,Medium Cocoa Mass,2,dark purple
